date,title,artist,peakPos,lastPos,weeks,rank,change
1984-11-17,On The Wings Of A Nightingale,The Everly Brothers,50,93,12,99,-6,
1984-11-17,Satisfied Man,Molly Hatchet,81,81,5,98,-17,
1984-11-17,She Bop,Cyndi Lauper,3,73,18,92,-19,
1984-11-17,The Medicine Song,Stephanie Mills,65,65,6,94,-29,
1984-11-17,The Warrior,Scandal Featuring Patty Smyth,7,75,21,93,-18,
1984-10-27,(what) In The Name Of Love,Naked Eyes,39,81,12,97,-16,
1984-10-27,High Energy,Evelyn Thomas,85,85,5,99,-14,
1984-10-27,If Ever You're In My Arms Again,Peabo Bryson,10,94,25,100,-6,
1984-10-27,Stuck On You,Lionel Richie,3,72,19,94,-22,
1984-10-27,Sunglasses At Night,Corey Hart,7,82,23,96,-14,
1984-10-20,All Of You,Julio Iglesias & Diana Ross,19,79,16,93,-14,
1984-10-20,I Can Dream About You,Dan Hartman,6,74,25,95,-21,
1984-10-20,Midnite Maniac,Krokus,71,71,6,77,-6,
1984-10-20,New Girl Now,Honeymoon Suite,57,69,7,98,-29,
1984-10-20,Pretty Mess,Vanity,75,86,7,91,-5,
1984-10-20,Rock Me Tonite,Billy Squier,15,77,16,97,-20,
1984-10-20,Slow Dancin',Peabo Bryson,82,82,4,100,-18,
1984-10-20,The Real End,Rickie Lee Jones,83,83,4,99,-16,
1984-10-20,Wanted Man,Ratt,87,89,3,87,2,
1984-10-20,When Doves Cry,Prince,1,70,21,96,-26,
1984-10-20,You Take Me Up,Thompson Twins,44,61,9,84,-23,
1984-10-13,17,Rick James,36,94,14,99,-5,
1984-10-13,Dancing In The Dark,Bruce Springsteen,2,77,21,98,-21,
1984-10-13,Just The Way You Like It,The S.O.S. Band,64,79,10,91,-12,
1984-10-13,Layin' It On The Line,Jefferson Starship,66,66,6,96,-30,
1984-10-13,Leave A Tender Moment Alone,Billy Joel,27,78,15,94,-16,
1984-10-13,Lights Out,Peter Wolf,12,53,14,76,-23,
1984-10-13,Only When You Leave,Spandau Ballet,34,72,12,95,-23,
1984-10-13,Round and Round,Ratt,12,75,18,97,-22,
1984-10-13,Sad Songs (say So Much),Elton John,5,91,19,100,-9,
1984-10-13,"You, Me And He",Mtume,83,92,5,93,-1,
1984-09-29,Alibis,Sergio Mendes,29,79,19,93,-14,
1984-09-29,Borderline,Madonna,10,94,30,98,-4,
1984-09-29,Breakin'...there's No Stopping Us,Ollie And Jerry,9,91,18,100,-9,
1984-09-29,Eyes Without A Face,Billy Idol,4,95,22,99,-4,
1984-09-29,Panama,Van Halen,13,77,15,92,-15,
1984-09-29,Self Control,Laura Branigan,4,92,25,97,-5,
1984-09-29,Straight From The Heart (Into Your Life),Coyote Sisters,66,74,10,96,-22,
1984-09-29,Stranger,Stephen Stills,61,72,8,91,-19,
1984-09-29,Two Sides Of Love,Sammy Hagar,38,73,12,94,-21,
1984-09-29,What The Big Girls Do,Van Stephenson,45,63,9,72,-9,
1984-09-22,Almost Paradise...Love Theme From Footloose,Mike Reno And Ann Wilson,7,95,20,100,-5,
1984-09-22,Anywhere With You,Rubber Rodeo,86,86,5,89,-3,
1984-09-22,Bullish,Herb Alpert's Tijuana Brass,90,90,2,90,0,
1984-09-22,High On Emotion,Chris de Burgh,44,62,13,75,-13,
1984-09-22,Infatuation,Rod Stewart,6,75,18,87,-12,
1984-09-22,Legs,ZZ Top,8,87,19,93,-6,
1984-09-22,"Mama, Weer All Crazee Now",Quiet Riot,51,88,12,96,-8,
1984-09-22,Satisfy Me,Billy Satellite,64,77,6,98,-21,
1984-09-22,She's Mine,Steve Perry,21,76,13,97,-21,
1984-09-22,The Only Flame In Town,Elvis Costello & The Atrractions,56,96,9,99,-3,
1984-09-15,Can't Wait All Night,Juice Newton,66,84,6,98,-14,
1984-09-15,Dance Hall Days,Wang Chung,16,91,22,99,-8,
1984-09-15,I'm Free (Heaven Helps The Man),Kenny Loggins,22,96,14,100,-4,
1984-09-15,"My, Oh My",Slade,37,69,11,93,-24,
1984-09-15,Turn To You,Go-Go's,32,90,14,97,-7,
1984-08-25,No Way Out,Jefferson Starship,23,71,16,96,-25,
1984-08-25,She Loves My Car,Ronnie Milsap,84,84,4,84,0,
1984-08-25,Stay The Night,Chicago,16,94,17,99,-5,
1984-08-25,Time After Time,Cyndi Lauper,1,91,20,98,-7,
1984-08-25,You Were Made For Me,Irene Cara,78,99,5,100,-1,
1984-08-18,Boys Do Fall In Love,Robin Gibb,37,64,12,72,-8,
1984-08-18,It's A Hard Life,Queen,72,72,4,95,-23,
1984-08-18,"Oh, Sherrie",Steve Perry,3,75,20,98,-23,
1984-08-18,Sister Christian,Night Ranger,5,79,24,96,-17,
1984-08-18,Somebody Else's Guy,Jocelyn Brown,75,95,10,100,-5,
1984-08-18,The First Day Of Summer,Tony Carey,33,68,11,97,-29,
1984-07-28,Breakdance,Irene Cara,8,96,19,100,-4,
1984-07-28,Bringin' On The Heartbreak,Def Leppard,61,79,8,92,-13,
1984-07-28,Love Of The Common People,Paul Young,45,80,11,96,-16,
1984-07-28,Prime Time,The Alan Parsons Project,34,74,11,93,-19,
1984-07-28,"Run, Runaway",Slade,20,84,17,98,-14,
1984-07-28,South Central Rain (I'm Sorry),R.E.M.,85,91,6,99,-8,
1984-07-28,The Moment Of Truth,Survivor,63,83,7,97,-14,
1984-07-28,Thin Line Between Love And Hate,Pretenders,83,86,5,95,-9,
1984-07-28,Who's That Girl,Eurythmics,21,71,13,94,-23,
1984-07-21,Don't Do Me,Randy Bell,90,90,3,100,-10,
1984-07-21,Now It's My Turn,Berlin,74,74,4,93,-19,
1984-07-21,So You Ran,Orion The Hunter,58,82,8,95,-13,
1984-07-21,Strangers In A Strange World,Jenny Burton & Patrick Jude,54,70,7,92,-22,
1984-07-21,The Longest Time,Billy Joel,14,92,18,98,-6,
1984-07-21,To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,5,91,21,97,-6,
1984-07-21,When We Make Love,Alabama,72,99,10,99,0,
1984-07-21,"Young Thing, Wild Dreams (Rock Me)",Red Rider,71,71,6,94,-23,
1984-07-14,A Chance For Heaven,Christopher Cross,76,76,5,96,-20,
1984-07-14,Dancing In The Sheets,Shalamar,17,70,18,94,-24,
1984-07-14,Freakshow On The Dance Floor,Bar-Kays,73,92,8,100,-8,
1984-07-14,I Lost On Jeopardy,"""Weird Al"" Yankovic",81,81,3,97,-16,
1984-07-14,I'll Wait,Van Halen,13,67,14,95,-28,
1984-07-14,Such A Shame,Talk Talk,89,89,3,98,-9,
1984-07-14,What Is Love,Howard Jones,33,66,13,93,-27,
1984-06-30,Don't Waste Your Time,Yarbrough & Peoples,48,71,12,98,-27,
1984-06-30,Footloose,Kenny Loggins,1,82,23,93,-11,
1984-06-30,Head Over Heels,Go-Go's,11,63,16,80,-17,
1984-06-30,Hold Me Now,Thompson Twins,3,78,21,95,-17,
1984-06-30,Love Will Show Us How,Christine McVie,30,61,10,94,-33,
1984-06-30,Music Time,Styx,40,75,9,100,-25,
1984-06-30,No More Words,Berlin,23,84,17,96,-12,
1984-06-30,Tonight Is What It Means To Be Young,Fire Inc.,80,80,5,99,-19,
1984-06-30,You Might Think,The Cars,7,66,17,97,-31,
1984-06-23,Believe In Me,Dan Fogelberg,48,85,9,92,-7,
1984-06-23,Give Me Tonight,Shannon,46,92,13,97,-5,
1984-06-23,Heart Don't Lie,LaToya Jackson,56,64,8,87,-23,
1984-06-23,It's My Life,Talk Talk,31,76,14,94,-18,
1984-06-23,Little Lady,Duke Jupiter,68,81,7,100,-19,
1984-06-23,Love Somebody,Rick Springfield,5,66,16,93,-27,
1984-06-23,The Authority Song,John Cougar Mellencamp,15,69,15,96,-27,
1984-06-23,Tonight,Kool & The Gang,13,78,18,91,-13,
1984-06-23,Too Young To Fall In Love,Motley Crue,90,90,2,90,0,
1984-06-23,White Horse,Laid Back,26,93,18,98,-5,
1984-06-23,Wouldn't It Be Good,Nik Kershaw,46,83,13,99,-16,
1984-06-16,Gotta Give A Little Love (Ten Years Later),Timmy Thomas,80,80,3,96,-16,
1984-06-16,I Pretend,Kim Carnes,74,74,5,97,-23,
1984-06-16,I Want To Break Free,Queen,45,66,8,95,-29,
1984-06-16,Miss Me Blind,Culture Club,5,83,16,100,-17,
1984-06-16,She's Strange,Cameo,47,84,11,99,-15,
1984-06-16,They Don't Know,Tracey Ullman,8,77,17,98,-21,
1984-05-26,Darlin',Frank Stallone,81,81,4,99,-18,
1984-05-26,Days Gone By,Poco,80,80,5,100,-20,
1984-05-26,Eat It,"""Weird Al"" Yankovic",12,70,12,97,-27,
1984-05-26,Eyes That See In The Dark,Kenny Rogers,79,79,5,93,-14,
1984-05-26,Hurt,Re-flex,82,82,4,98,-16,
1984-05-26,I Cry Just A Little Bit,Shakin' Stevens,67,67,6,86,-19,
1984-05-26,Love Me In A Special Way,Debarge,45,75,11,96,-21,
1984-05-26,Robert de Niro's Waiting,Bananarama,95,96,2,95,1,
1984-05-26,Sail Away,The Temptations,54,74,8,92,-18,
1984-05-26,Whiter Shade Of Pale,"Hagar, Schon, Aaronson, Shrieve",94,95,2,94,1,
1984-05-19,Baby Come Back,Billy Rankin,52,76,11,91,-15,
1984-05-19,Blue Light,David Gilmour,62,75,7,89,-14,
1984-05-19,Holding Out For A Hero,Bonnie Tyler,34,84,13,94,-10,
1984-05-19,I Want A New Drug,Huey Lewis & The News,6,77,19,88,-11,
1984-05-19,Olympia,Sergio Mendes,58,79,7,100,-21,
1984-05-19,Runaway,Bon Jovi,39,70,13,86,-16,
1984-05-19,Superstar/Until You Come Back To Me,Luther Vandross,87,87,4,97,-10,
1984-05-19,Terms Of Endearment,Michael Gore,84,86,6,99,-13,
1984-04-28,Back Where You Belong,Thirty Eight Special,20,78,13,98,-20,
1984-04-28,Devil In A Fast Car,Sheena Easton,79,79,3,91,-12,
1984-04-28,Jimmy Loves Maryann,Josie Cotton,82,82,4,93,-11,
1984-04-28,Karma Chameleon,Culture Club,1,90,22,97,-7,
1984-04-28,Let's Stay Together,Tina Turner,26,76,15,92,-16,
1984-04-28,New Moon On Monday,Duran Duran,10,77,16,94,-17,
1984-04-28,New Song,Howard Jones,27,89,15,99,-10,
1984-04-28,Rebel Yell,Billy Idol,46,87,14,96,-9,
1984-04-28,Runner,Manfred Mann's Earth Band,22,74,15,89,-15,
1984-04-28,Strip,Adam Ant,42,92,13,100,-8,
1984-04-21,Almost Over You,Sheena Easton,25,85,20,97,-12,
1984-04-21,Give,Misiing Persons,67,67,6,93,-26,
1984-04-21,Hands Across The Sea,Modern English,91,91,3,99,-8,
1984-04-21,Joystick,Dazz Band,61,86,11,100,-14,
1984-04-21,Let The Music Play,Shannon,8,76,24,91,-15,
1984-04-21,Love Has Finally Come At Last,Bobby Womack & Patti LaBelle,88,88,5,94,-6,
1984-04-21,No Parking (On The Dance Floor),Midnight Star,81,84,8,95,-11,
1984-04-21,Nobody Told Me,John Lennon,5,75,14,98,-23,
1984-04-21,Wrapped Around Your Finger,The Police,8,74,16,96,-22,
1984-04-14,An Innocent Man,Billy Joel,10,83,18,94,-11,
1984-04-14,Don't Let Go,Wang Chung,38,82,11,98,-16,
1984-04-14,Joanna,Kool & The Gang,2,86,24,95,-9,
1984-04-14,Livin' In Desperate Times,Olivia Newton-John,31,66,10,99,-33,
1984-04-14,The Politics Of Dancing,Re-flex,24,75,21,97,-22,
1984-04-14,Unfaithfully Yours (Our Love),Stephen Bishop,87,87,3,100,-13,
1984-04-14,Walking In My Sleep,Roger Daltrey,62,62,9,93,-31,
1984-04-14,When The Lady Smiles,Golden Earring,76,76,4,96,-20,
1984-03-31,Break My Stride,Matthew Wilder,5,91,29,95,-4,
1984-03-31,Do You Love Me,Andy Fraser,82,88,5,98,-10,
1984-03-31,Encore,Cheryl Lynn,69,89,8,92,-3,
1984-03-31,I Guess That's Why They Call It The Blues,Elton John,4,93,23,97,-4,
1984-03-31,If Only You Knew,Patti LaBelle,46,87,13,91,-4,
1984-03-31,Running With The Night,Lionel Richie,7,76,19,88,-12,
1984-03-31,She Was Hot,The Rolling Stones,44,97,9,100,-3,
1984-03-31,Talking In Your Sleep,The Romantics,3,82,26,94,-12,
1984-03-31,Taxi,J. Blackfoot,90,90,5,96,-6,
1984-03-31,The Sun And The Rain,Madness,72,72,5,86,-14,
1984-03-31,Think Of Laura,Christopher Cross,9,94,17,99,-5,
1984-03-31,Without You,David Bowie,73,73,4,84,-11,
1984-03-24,Bang Your Head (Metal Health),Quiet Riot,31,93,12,100,-7,
1984-03-24,Make My Day,T.G. Sheppard With Clint Eastwood,62,72,6,92,-20,
1984-03-24,Pink Houses,John Mellencamp,8,86,16,99,-13,
1984-03-24,So Bad,Paul McCartney,23,84,14,98,-14,
1984-03-24,You're Looking Like Love To Me,Peabo Bryson & Roberta Flack,58,99,11,96,3,
1984-03-17,Beast Of Burden,Bette Midler,71,78,6,100,-22,
1984-03-17,Holiday,Madonna,16,87,21,94,-7,
1984-03-17,I Still Can't Get Over Loving You,Ray Parker Jr.,12,79,19,96,-17,
1984-03-17,Middle Of The Road,Pretenders,19,56,14,78,-22,
1984-03-17,Send Me An Angel,Real Life,29,77,19,95,-18,
1984-03-17,This Could Be The Right One,April Wine,58,73,6,98,-25,
1984-03-17,Vitamin L,B.E. Taylor Group,66,66,8,97,-31,
1984-02-25,All Night Long (All Night),Lionel Richie,1,66,24,91,-25,
1984-02-25,If I'd Been The One,Thirty Eight Special,19,69,16,98,-29,
1984-02-25,Look At That Cadillac,Stray Cats,68,68,5,95,-27,
1984-02-25,Over My Head,Toni Basil,81,81,6,100,-19,
1984-02-25,Save The Last Dance For Me,Dolly Parton,45,72,12,94,-22,
1984-02-25,Say It Isn't So,Daryl Hall John Oates,2,62,18,79,-17,
1984-02-25,She's Trouble,Musical Youth,65,73,7,97,-24,
1984-02-25,Shooting Shark,Blue Oyster Cult,83,85,3,83,2,
1984-02-25,Union Of The Snake,Duran Duran,3,64,17,96,-32,
1984-02-18,(You Can Still) Rock In America,Night Ranger,51,74,12,96,-22,
1984-02-18,Action,"Evelyn ""Champagne"" King",75,84,7,99,-15,
1984-02-18,Ebony Eyes,Rick James And Smokey Robinson,43,63,11,91,-28,
1984-02-18,Just One More Time,The Headpins,70,75,9,98,-23,
1984-02-18,LET's PRETEND WE'rE MARRIED,Prince,52,67,10,92,-25,
1984-02-18,Love Is A Battlefield,Pat Benatar,5,72,22,94,-22,
1984-02-18,Major Tom (Coming Home),Peter Schilling,14,68,22,95,-27,
1984-02-18,Read 'Em And Weep,Barry Manilow,18,55,14,86,-31,
1984-02-18,Remember The Nights,The Motels,67,0,1,67,New,
1984-02-18,That Was Then But This Is Now,ABC,89,92,3,89,3,
1984-02-18,The Sign Of Fire,The Fixx,32,76,13,97,-21,
1984-02-18,Uptown Girl,Billy Joel,3,88,22,100,-12,
1984-01-28,Big Crash,Eddie Money,54,74,11,97,-23,
1984-01-28,Crumblin' Down,John Cougar Mellencamp,9,71,16,100,-29,
1984-01-28,Heart And Soul,Huey Lewis & The News,8,69,21,91,-22,
1984-01-28,In A Big Country,Big Country,17,64,15,78,-14,
1984-01-28,Take Me Back,Bonnie Tyler,46,66,9,92,-26,
1984-01-28,Tell Me If You Still Care,The S.O.S. Band,65,65,11,86,-21,
1984-01-28,The Way He Makes Me Feel,Barbra Streisand,40,77,15,99,-22,
1984-01-28,Total Eclipse Of The Heart,Bonnie Tyler,1,87,29,96,-9,
1984-01-28,What's New,Linda Ronstadt & The Nelson Riddle Orchestra,53,81,14,95,-14,
1984-01-28,Why Me?,Irene Cara,13,67,15,90,-23,
1984-01-21,I Won't Stand In Your Way,Stray Cats,35,73,13,92,-19,
1984-01-21,Let's Go Up,Diana Ross,77,77,6,96,-19,
1984-01-21,Lick It Up,KISS,66,93,11,99,-6,
1984-01-21,P.Y.T. (Pretty Young Thing),Michael Jackson,10,71,16,75,-4,
1984-01-21,Rappin' Rodney,Rodney Dangerfield,83,83,8,91,-8,
1984-01-21,Someone Like You,Michael Stanley Band,75,75,5,97,-22,
1984-01-21,Souls,Rick Springfield,23,74,15,93,-19,
1984-01-21,"Tonight, I Celebrate My Love",Peabo Bryson/Roberta Flack,16,95,29,100,-5,
1984-01-21,Touch A Four Leaf Clover,Atlantic Starr,87,91,7,98,-7,
1984-01-21,When The Lights Go Out,Naked Eyes,37,78,14,94,-16,
1984-01-21,You Don't Believe,The Alan Parsons Project,54,79,10,95,-16,
1984-01-14,Gloria,The Doors,71,71,7,98,-27,
1984-01-14,I Need You,The Pointer Sisters,48,91,15,99,-8,
1984-01-14,Making Love Out Of Nothing At All,Air Supply,2,89,25,92,-3,
1984-01-14,Suddenly Last Summer,The Motels,9,82,20,100,-18,
1984-01-14,Telefone (long Distance Love Affair),Sheena Easton,9,76,22,94,-18,
1984-01-14,Tender Is The Night,Jackson Browne,25,80,17,96,-16,
1984-01-14,This Must Be The Place (Naive Melody),Talking Heads,62,78,8,97,-19,
1983-12-31,Delirious,Prince,8,99,18,99,0,
1983-12-31,How Many Times Can We Say Goodbye,Dionne Warwick & Luther Vandross,27,100,13,100,0,
1983-12-31,I Am Love,Jennifer Holliday,49,91,11,91,0,
1983-12-31,If Love Should Go,Streets,87,98,5,98,0,
1983-12-31,One Thing Leads To Another,The Fixx,4,94,19,94,0,
1983-12-31,Send Her My Love,Journey,23,92,15,92,0,
1983-12-17,Blue World,The Moody Blues,62,62,6,98,-36,
1983-12-17,I Just Can't Walk Away,Four Tops,71,91,9,100,-9,
1983-12-17,Just Got Lucky,Joboxers,36,75,15,97,-22,
1983-12-17,Memphis,Joe Jackson,85,85,4,99,-14,
1983-12-17,Mirror Man,The Human League,30,77,12,96,-19,
1983-11-26,Automatic Man,Michael Sembello,34,56,10,88,-32,
1983-11-26,Dr. Heckyll & Mr. Jive,Men At Work,28,83,11,100,-17,
1983-11-26,I Like,Men Without Hats,84,86,3,84,2,
1983-11-26,Just Be Good To Me,The S.O.S. Band,55,89,14,96,-7,
1983-11-26,Mama,Genesis,73,91,9,97,-6,
1983-11-26,Miracles,Stacy Lattisaw,40,84,16,98,-14,
1983-11-26,Old Time Rock & Roll,Bob Seger & The Silver Bullet Band,28,72,22,95,-23,
1983-11-26,"Promises, Promises",Naked Eyes,11,85,20,99,-14,
1983-11-26,Tell Her About It,Billy Joel,1,71,18,92,-21,
1983-11-19,Allies,Heart,83,83,4,99,-16,
1983-11-19,Big Log,Robert Plant,20,80,16,97,-17,
1983-11-19,Caught In The Game,Survivor,77,77,5,95,-18,
1983-11-19,Dirty Looks,Juice Newton,90,90,3,100,-10,
1983-11-19,Everyday I Write The Book,Elvis Costello And The Attractions,36,82,14,93,-11,
1983-11-19,Never Say Die (Give A Little Bit More),Cliff Richard,73,73,7,98,-25,
1983-11-19,No One Can Love You More Than Me,Melissa Manchester,78,79,4,78,1,
1983-11-19,This Time,Bryan Adams,24,57,12,79,-22,
1983-10-29,Don't Girls Get Lonely,Glenn Shorrock,69,69,6,96,-27,
1983-10-29,Every Breath You Take,The Police,1,55,22,92,-37,
1983-10-29,Guns For Hire,AC/DC,84,84,5,97,-13,
1983-10-29,I Think You'll Remember Tonight,Axe,94,98,2,94,4,
1983-10-29,"Lady, Lady, Lady","Joe ""Bean"" Esposito",86,91,2,86,5,
1983-10-29,Maniac,Michael Sembello,1,63,22,89,-26,
1983-10-29,Should I Love You,Cee Farrow,82,82,6,100,-18,
1983-10-22,Don't Cry,Asia,10,28,13,64,-36,
1983-10-22,Don't Forget To Dance,The Kinks,29,62,10,94,-32,
1983-10-22,How Can I Refuse,Heart,44,96,11,99,-3,
1983-10-22,Human Nature,Michael Jackson,7,61,14,87,-26,
1983-10-22,Kiss The Bride,Elton John,25,54,12,96,-42,
1983-10-22,Tell Her No,Juice Newton,27,82,11,97,-15,
1983-10-22,The Monkey Time,The Tubes,68,68,4,86,-18,
1983-10-22,Trouble In Paradise,Jarreau,63,99,7,100,-1,
1983-10-22,Unconditional Love,Donna Summer,43,43,8,92,-49,
1983-10-15,Bad Boys,Wham! U.K.,60,77,9,97,-20,
1983-10-15,Cold Blooded,Rick James,40,76,12,93,-17,
1983-10-15,Don't You Get So Mad,Jeffrey Osborne,25,62,14,76,-14,
1983-10-15,Fight Fire With Fire,Kansas,58,78,7,98,-20,
1983-10-15,Human Touch,Rick Springfield,18,64,15,91,-27,
1983-10-15,I'll Tumble 4 Ya,Culture Club,9,66,16,94,-28,
1983-10-15,Lady Love Me (One More Time),George Benson,30,59,13,72,-13,
1983-10-15,Lawyers In Love,Jackson Browne,13,49,15,95,-46,
1983-10-15,She Works Hard For The Money,Donna Summer,3,34,21,73,-39,
1983-10-15,The Night,The Animals,48,57,10,100,-43,
1983-10-15,You Know What To Do,Carly Simon,83,83,4,88,-5,
1983-09-24,After The Fall,Journey,23,58,12,91,-33,
1983-09-24,All I Need To Know,Bette Midler,77,77,4,86,-9,
1983-09-24,All Time High,Rita Coolidge,36,76,13,100,-24,
1983-09-24,Don't You Know How Much I Love You,Ronnie Milsap,58,64,7,98,-34,
1983-09-24,High Time,Styx,48,57,7,92,-35,
1983-09-24,Hot Girls In Love,Loverboy,11,56,16,66,-10,
1983-09-24,I Don't Wanna Dance,Eddy Grant,53,53,7,77,-24,
1983-09-24,Is There Something I Should Know,Duran Duran,4,66,17,97,-31,
1983-09-24,Living On The Edge,Jim Capaldi,75,75,5,75,0,
1983-09-24,Someone Belonging To Someone,Bee Gees,49,49,6,68,-19,
1983-09-24,What's She Got,Liquid Gold,86,86,4,99,-13,
1983-09-17,Blame It On Love,Smokey Robinson & Barbara Mitchell,48,82,12,100,-18,
1983-09-17,Do It Again/Billie Jean,Club House,75,75,5,97,-22,
1983-09-17,Flashdance...What A Feeling,Irene Cara,1,64,25,74,-10,
1983-09-17,Get It Right,Aretha Franklin,61,77,8,93,-16,
1983-09-17,Hang On Now,Kajagoogoo,78,78,4,99,-21,
1983-09-17,Never Gonna Let You Go,Sergio Mendes,4,66,23,79,-13,
1983-09-17,Rock 'n' Roll Is King,Electric Light Orchestra,19,57,13,78,-21,
1983-09-17,Rock Of Ages,Def Leppard,16,63,15,70,-7,
1983-09-17,Sharp Dressed Man,ZZ Top,56,74,9,96,-22,
1983-09-17,Ship To Shore,Chris de Burgh,71,71,5,98,-27,
1983-09-17,Take Away,Big Ric,91,91,3,91,0,
1983-09-17,Words,F.R. David,62,68,9,84,-16,
1983-08-27,All This Love,Debarge,17,81,19,97,-16,
1983-08-27,Baby Jane,Rod Stewart,14,51,14,93,-42,
1983-08-27,"Bad, Bad Billy",Snuff,88,93,2,88,5,
1983-08-27,Come Dancing,The Kinks,6,47,17,76,-29,
1983-08-27,Pieces Of Ice,Diana Ross,31,58,10,96,-38,
1983-08-27,Scarlet Fever,Kenny Rogers,94,94,2,99,-5,
1983-08-27,The Salt In My Tears,Martin Briley,36,91,15,100,-9,
1983-08-27,Too Shy,Kajagoogoo,5,59,19,98,-39,
1983-08-27,West Coast Summer Nights,Tony Carey,64,77,9,94,-17,
1983-08-27,Who's Behind The Door?,Zebra,61,66,8,95,-29,
1983-08-20,Ewok Celebration,Meco,60,75,8,83,-8,
1983-08-20,I'm Still Standing,Elton John,12,59,16,79,-20,
1983-08-20,Radio Free Europe,R.E.M.,78,78,5,97,-19,
1983-08-20,She's A Beauty,The Tubes,10,79,20,100,-21,
1983-08-20,Shiny Shiny,Haysi Fantayzee,74,74,5,92,-18,
1983-08-20,Slipping Away,Dave Edmunds,39,71,15,96,-25,
1983-08-20,Stop In The Name Of Love,The Hollies,29,57,12,86,-29,
1983-08-20,War Games,"Crosby, Stills & Nash",45,72,9,99,-27,
1983-08-20,You Belong To Me,The Doobie Brothers,79,94,4,98,-4,
1983-08-13,A Million Miles Away,The Plimsouls,82,82,3,98,-16,
1983-08-13,Affair Of The Heart,Rick Springfield,9,93,18,100,-7,
1983-08-13,Beat It,Michael Jackson,1,87,25,99,-12,
1983-08-13,Do You Compute?,Donnie Iris,64,85,7,97,-12,
1983-08-13,Don't Let It End,Styx,6,70,16,89,-19,
1983-08-13,Family Man,Daryl Hall John Oates,6,75,16,88,-13,
1983-08-13,Stand By,Roman Holliday,54,77,9,91,-14,
1983-08-13,Til You And Your Lover Are Lovers Again,Engelbert Humperdinck,77,84,5,96,-12,
1983-08-13,Time (Clock Of The Heart),Culture Club,2,63,18,73,-10,
1983-08-13,Try Again,Champaign,23,88,20,93,-5,
1983-08-13,White Wedding,Billy Idol,36,74,13,80,-6,
1983-08-13,Wishing (If I Had A Photograph Of You),A Flock Of Seagulls,26,66,14,77,-11,
1983-07-30,Don't Pay The Ferryman,Chris de Burgh,34,77,14,99,-22,
1983-07-30,Faithfully,Journey,12,73,16,97,-24,
1983-07-30,Johnny B. Goode,Peter Tosh,84,84,4,92,-8,
1983-07-30,Roll Me Away,Bob Seger & The Silver Bullet Band,27,68,10,93,-25,
1983-07-30,Space Age Whiz Kids,Joe Walsh,52,60,8,96,-36,
1983-07-30,The Metro,Berlin,58,71,10,100,-29,
1983-07-30,The Woman In You,Bee Gees,24,78,11,95,-17,
1983-07-23,Boogie Down,Jarreau,77,77,6,99,-22,
1983-07-23,Little Red Corvette,Prince,6,73,22,86,-13,
1983-07-23,My Love,Lionel Richie,5,74,16,96,-22,
1983-07-23,Overkill,Men At Work,3,72,16,93,-21,
1983-07-23,Save The Overtime (For Me),Gladys Knight And The Pips,66,93,10,98,-5,
1983-07-23,Shy Boy (Don't It Make You Feel Good),Bananarama,83,83,4,92,-9,
1983-07-23,Solid Rock,Goanna,71,79,7,100,-21,
1983-07-23,That's Love,Jim Capaldi,28,84,13,97,-13,
1983-07-23,We Two,Little River Band,22,65,12,91,-26,
1983-07-23,You Are In My System,Robert Palmer,78,86,6,95,-9,
1983-07-16,Candy Girl,New Edition,46,80,11,91,-11,
1983-07-16,Don't Make Me Do It,Patrick Simmons,75,90,5,94,-4,
1983-07-16,Europa And The Pirate Twins,Thomas Dolby,67,75,5,97,-22,
1983-07-16,Inside Love (so Personal),George Benson,43,96,10,98,-2,
1983-07-16,Night Pulse,Double Image,92,92,3,96,-4,
1983-07-16,She Blinded Me With Science,Thomas Dolby,5,76,22,92,-16,
1983-07-16,Straight From The Heart,Bryan Adams,10,84,19,99,-15,
1983-07-16,The Closer You Get,Alabama,38,91,11,100,-9,
1983-06-25,Come On Eileen,Dexy's Midnight Runners,1,87,23,97,-10,
1983-06-25,Easy For You To Say,Linda Ronstadt,54,91,10,100,-9,
1983-06-25,Jeopardy,Greg Kihn Band,2,65,22,87,-22,
1983-06-25,Looking For A Stranger,Pat Benatar,39,67,10,96,-29,
1983-06-25,Love On Your Side,Thompson Twins,45,68,9,94,-26,
1983-06-25,Love's Got A Line On You,Scandal Featuring Patty Smyth,59,73,13,95,-22,
1983-06-25,Mornin',Jarreau,21,71,15,91,-20,
1983-06-25,Rio,Duran Duran,14,72,13,98,-26,
1983-06-25,The One Thing,INXS,30,62,14,89,-27,
1983-06-25,Theme From Doctor Detroit,Devo,59,77,6,92,-15,
1983-06-18,Gimme All Your Lovin,ZZ Top,37,78,12,94,-16,
1983-06-18,He's A Pretender,High Inergy,82,82,5,93,-11,
1983-06-18,Keep It Confidential,Nona Hendryx,91,91,3,100,-9,
1983-06-18,New Year's Day,U2,53,84,12,96,-12,
1983-06-18,Ricky,"""Weird Al"" Yankovic",63,77,8,97,-20,
1983-06-18,The Celtic Soul Brothers,Dexys Midnight Runners,86,86,4,98,-12,
1983-06-18,What You Do To Me,Carl Wilson,72,81,6,99,-18,
1983-05-28,Even Now,Bob Seger & The Silver Bullet Band,12,26,12,48,-22,
1983-05-28,Fools Game,Michael Bolton,82,82,3,82,0,
1983-05-28,Hungry Like The Wolf,Duran Duran,3,66,23,94,-28,
