Position,Track Name,Artist,Streams
109,Hurricane,Luke Combs,228258
110,Met Gala (feat. Offset),Gucci Mane,225854
111,Get Low (with Liam Payne),Zedd,222934
112,One Dance,Drake,222507
113,Rolex,Ayo & Teo,220923
114,Money Longer,Lil Uzi Vert,218801
115,Super Far,LANY,218133
116,PRBLMS,6LACK,217850
117,Everyday We Lit (feat. PnB Rock),YFN Lucci,216423
118,See You Again,"Tyler, The Creator",215843
119,X (feat. Future),21 Savage,214869
120,Gyalchester,Drake,214535
121,No Role Modelz,J. Cole,213563
122,Candy Paint,Post Malone,211164
123,Escápate Conmigo,Wisin,210293
124,In Case You Didn't Know,Brett Young,205311
125,Neighbors,J. Cole,204643
126,Two High,Moon Taxi,201338
127,The Weekend,SZA,201248
128,You Was Right,Lil Uzi Vert,200775
129,Learn To Let Go,Kesha,200466
130,What They Want,Russ,200279
131,Heartache On The Dance Floor,Jon Pardi,197694
132,Reminder,The Weeknd,197300
133,Myself,NAV,194822
134,The Night We Met,Lord Huron,193888
135,Why,Sabrina Carpenter,193538
136,Saved,Khalid,193017
137,I Feel It Coming,The Weeknd,192761
138,Starving,Hailee Steinfeld,191753
139,Castle on the Hill,Ed Sheeran,191722
140,Sway (feat. Quavo & Lil Yachty),NexXthursday,190473
141,RAF,A$AP Mob,189865
142,Sign of the Times,Harry Styles,188889
143,Paris,The Chainsmokers,188556
144,Do I Make You Wanna,Billy Currington,188026
145,Ex Calling,6LACK,187194
146,Heavy (feat. Kiiara),Linkin Park,185010
147,24K Magic,Bruno Mars,184243
148,do re mi (feat. Gucci Mane),blackbear,183777
149,Audi.,Smokepurpp,183349
150,Tone it Down (feat. Chris Brown),Gucci Mane,183192
151,Low Life,Future,182421
152,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,180889
153,8TEEN,Khalid,180643
154,Black Beatles,Rae Sremmurd,180488
155,Don't Let Me Down,The Chainsmokers,180129
156,Some Way,NAV,179404
157,Symphony (feat. Zara Larsson),Clean Bandit,179171
158,Hometown Girl,Josh Turner,179139
159,'Till I Collapse,Eminem,179136
160,A$AP Ferg,NAV,176714
161,In The End,Linkin Park,176394
162,Exchange,Bryson Tiller,175868
163,Don't,Bryson Tiller,173319
164,Boys,Charli XCX,172132
165,From The D To The A (feat. Lil Yachty),Tee Grizzley,171488
166,Crew,GoldLink,170838
167,Run Me Dry,Bryson Tiller,170280
168,Moves,Big Sean,169362
169,Up,NAV,168713
170,No Heart,21 Savage,168270
171,No Such Thing as a Broken Heart,Old Dominion,168084
172,Numb,Linkin Park,166741
173,"How Far I'll Go - From ""Moana""",Alessia Cara,165246
174,Love On The Brain,Rihanna,165099
175,Marmalade (feat. Lil Yachty),Macklemore,164450
176,Weak,AJR,163694
177,Selfish,PnB Rock,163322
178,Everybody,Logic,162919
179,Flatliner (feat. Dierks Bentley),Cole Swindell,162800
180,Nobody Else But You,Trey Songz,162595
181,Selfish,Future,162035
182,Spice Girl,Aminé,161945
183,H.O.L.Y.,Florida Georgia Line,161200
184,Chill Bill,Rob $tone,160498
185,Me Rehúso,Danny Ocean,160494
186,Galway Girl,Ed Sheeran,160287
187,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,158961
188,Lose Yourself - Soundtrack Version,Eminem,158827
189,Skateboard P (feat. Big Sean),MadeinTYO,157473
190,1942 Flows,Meek Mill,157132
191,Perfect,Ed Sheeran,156867
192,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,156123
193,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill,155640
194,Get Right Witcha,Migos,155561
195,Die A Happy Man,Thomas Rhett,155530
196,Heathens,Twenty One Pilots,155216
197,The Fighter,Keith Urban,155017
198,How Far I'll Go,Auli'i Cravalho,153274
199,Gassed Up,Nebu Kiniza,153007
200,Ahora Dice,Chris Jeday,152982
1,Unforgettable,French Montana,1203158
2,XO TOUR Llif3,Lil Uzi Vert,1165410
3,Bank Account,21 Savage,1108592
4,Wild Thoughts,DJ Khaled,1101178
5,Despacito - Remix,Luis Fonsi,1071229
6,HUMBLE.,Kendrick Lamar,942660
7,I'm the One,DJ Khaled,905751
8,Mi Gente,J Balvin,829780
9,Congratulations,Post Malone,808629
10,Butterfly Effect,Travis Scott,771456
11,Feels,Calvin Harris,752638
12,Sorry Not Sorry,Demi Lovato,752441
13,Strip That Down,Liam Payne,716158
14,Location,Khalid,708816
15,Redbone,Childish Gambino,688182
16,Attention,Charlie Puth,666514
17,Believer,Imagine Dragons,644360
18,Body Like A Back Road,Sam Hunt,636669
19,Fetish (feat. Gucci Mane),Selena Gomez,619237
20,Young Dumb & Broke,Khalid,616441
21,1-800-273-8255,Logic,605826
22,DNA.,Kendrick Lamar,599466
23,2U (feat. Justin Bieber),David Guetta,592512
24,goosebumps,Travis Scott,583061
25,Love Galore,SZA,572917
26,Slippery (feat. Gucci Mane),Migos,567300
27,Magnolia,Playboi Carti,553207
28,Slow Hands,Niall Horan,552665
29,Thunder,Imagine Dragons,549382
30,Feel It Still,Portugal. The Man,543848
31,Mask Off,Future,541560
32,Slide,Calvin Harris,532204
33,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,531087
34,Glorious (feat. Skylar Grey),Macklemore,511019
35,I Like Me Better,Lauv,501869
36,Praying,Kesha,497368
37,There's Nothing Holdin' Me Back,Shawn Mendes,497257
38,That's What I Like,Bruno Mars,492497
39,Signs,Drake,490172
40,New Rules,Dua Lipa,487245
41,Bodak Yellow,Cardi B,486754
42,LOVE. FEAT. ZACARI.,Kendrick Lamar,484063
43,Shape of You,Ed Sheeran,478152
44,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,474426
45,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,473744
46,It's A Vibe,2 Chainz,469124
47,Now Or Never,Halsey,460885
48,Bad Liar,Selena Gomez,451440
49,Rollin,Calvin Harris,444234
50,Stay (with Alessia Cara),Zedd,429243
51,Rake It Up,Yo Gotti,400611
52,Passionfruit,Drake,381520
53,4 AM,2 Chainz,381223
54,iSpy (feat. Lil Yachty),KYLE,377979
55,Most Girls,Hailee Steinfeld,340401
56,Crying in the Club,Camila Cabello,331793
57,No Complaints,Metro Boomin,331405
58,More Than You Know,Axwell /\ Ingrosso,330789
59,Something Just Like This,The Chainsmokers,325789
60,There for You,Martin Garrix,324648
61,Bounce Back,Big Sean,320183
62,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,317380
63,Rich Love (with Seeb),OneRepublic,308177
64,Say You Won't Let Go,James Arthur,301969
65,Bad and Boujee (feat. Lil Uzi Vert),Migos,301624
66,do re mi,blackbear,299365
67,Despacito (Featuring Daddy Yankee),Luis Fonsi,295828
68,Down,Fifth Harmony,295318
69,Tunnel Vision,Kodak Black,295062
70,Closer,The Chainsmokers,291957
71,Issues,Julia Michaels,289070
72,Mama,Jonas Blue,287805
73,Portland,Drake,286486
74,Would You Ever,Skrillex,284016
75,Swang,Rae Sremmurd,281177
76,Unforgettable,Thomas Rhett,279817
77,T-Shirt,Migos,276299
78,Caroline,Aminé,274821
79,It Ain't Me (with Selena Gomez),Kygo,274621
80,Numb,21 Savage,273654
81,What Ifs,Kane Brown,270432
82,First Day Out,Tee Grizzley,270285
83,Your Song,Rita Ora,269661
84,Look At Me!,XXXTENTACION,268822
85,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,266209
86,No Promises (feat. Demi Lovato),Cheat Codes,265502
87,ELEMENT.,Kendrick Lamar,264484
88,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,262152
89,wokeuplikethis*,Playboi Carti,255994
90,Fake Love,Drake,255279
91,Broccoli (feat. Lil Yachty),DRAM,252402
92,Starboy,The Weeknd,250110
93,Craving You,Thomas Rhett,249996
94,Felices los 4,Maluma,246969
95,Met Gala (feat. Offset),Gucci Mane,244306
96,White Iverson,Post Malone,244052
97,Go Flex,Post Malone,241662
98,911 / Mr. Lonely,"Tyler, The Creator",241365
99,Who Dat Boy,"Tyler, The Creator",239670
100,Small Town Boy,Dustin Lynch,239196
101,Malibu,Miley Cyrus,238420
102,Money Longer,Lil Uzi Vert,237501
103,The Weekend,SZA,237387
104,Losin Control,Russ,235418
105,beibs in the trap,Travis Scott,235192
106,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,233420
107,do re mi (feat. Gucci Mane),blackbear,231952
108,pick up the phone,Young Thug,230890
109,Relationship (feat. Future),Young Thug,230339
110,Hurricane,Luke Combs,229419
111,Rolex,Ayo & Teo,228327
112,All My Love (feat. Conor Maynard),Cash Cash,227716
113,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,226378
114,Everyday We Lit (feat. PnB Rock),YFN Lucci,225043
115,One Dance,Drake,224799
116,Gyalchester,Drake,222411
117,Super Far,LANY,221150
118,You Da Baddest,Future,220400
119,PRBLMS,6LACK,219788
120,No Role Modelz,J. Cole,219228
121,Get Low (with Liam Payne),Zedd,217385
122,X (feat. Future),21 Savage,216149
123,Candy Paint,Post Malone,211500
124,Escápate Conmigo,Wisin,210820
125,See You Again,"Tyler, The Creator",208275
126,Neighbors,J. Cole,208124
127,In Case You Didn't Know,Brett Young,207854
128,What They Want,Russ,202608
129,You Was Right,Lil Uzi Vert,200266
130,Heartache On The Dance Floor,Jon Pardi,200205
131,Two High,Moon Taxi,198963
132,Why,Sabrina Carpenter,197768
133,Myself,NAV,197205
134,Learn To Let Go,Kesha,196698
135,Reminder,The Weeknd,196248
136,Saved,Khalid,195800
137,I Feel It Coming,The Weeknd,193984
138,Starving,Hailee Steinfeld,192053
139,Paris,The Chainsmokers,191680
140,Castle on the Hill,Ed Sheeran,191456
141,Ex Calling,6LACK,190836
142,RAF,A$AP Mob,190330
143,Do I Make You Wanna,Billy Currington,190250
144,Marmalade (feat. Lil Yachty),Macklemore,189966
145,Sign of the Times,Harry Styles,187663
146,The Night We Met,Lord Huron,187247
147,24K Magic,Bruno Mars,186554
148,Low Life,Future,185155
149,Black Beatles,Rae Sremmurd,182818
150,Tone it Down (feat. Chris Brown),Gucci Mane,182702
151,Heavy (feat. Kiiara),Linkin Park,182577
152,Sway (feat. Quavo & Lil Yachty),NexXthursday,181986
153,Audi.,Smokepurpp,181529
154,'Till I Collapse,Eminem,181079
155,8TEEN,Khalid,180936
156,Hometown Girl,Josh Turner,180704
157,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,180383
158,Some Way,NAV,179869
159,A$AP Ferg,NAV,179159
160,Don't Let Me Down,The Chainsmokers,178253
161,Exchange,Bryson Tiller,177633
162,Symphony (feat. Zara Larsson),Clean Bandit,176623
163,Numb,Linkin Park,175529
164,In The End,Linkin Park,175085
165,Don't,Bryson Tiller,174371
166,From The D To The A (feat. Lil Yachty),Tee Grizzley,173130
167,Boys,Charli XCX,172993
168,Crew,GoldLink,172617
169,No Heart,21 Savage,171391
170,Moves,Big Sean,170425
171,Up,NAV,168931
172,No Such Thing as a Broken Heart,Old Dominion,168766
173,Everybody,Logic,168592
174,Run Me Dry,Bryson Tiller,168235
175,Love On The Brain,Rihanna,166182
176,"How Far I'll Go - From ""Moana""",Alessia Cara,165741
177,Weak,AJR,163661
178,Flatliner (feat. Dierks Bentley),Cole Swindell,163639
179,Selfish,PnB Rock,163216
180,Chill Bill,Rob $tone,161818
181,Nobody Else But You,Trey Songz,161057
182,Get Right Witcha,Migos,160726
183,H.O.L.Y.,Florida Georgia Line,160643
184,Galway Girl,Ed Sheeran,159979
185,Me Rehúso,Danny Ocean,159850
186,Gassed Up,Nebu Kiniza,159680
187,Lose Yourself - Soundtrack Version,Eminem,159331
188,Selfish,Future,158438
189,Spice Girl,Aminé,158205
190,Skateboard P (feat. Big Sean),MadeinTYO,157861
191,Perfect,Ed Sheeran,157401
192,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,157158
193,The Fighter,Keith Urban,155855
194,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill,155468
195,Heathens,Twenty One Pilots,155444
196,No Flockin,Kodak Black,155040
197,Me You,Russ,154661
198,Die A Happy Man,Thomas Rhett,154210
199,Panda,Desiigner,154131
200,Erase Your Social,Lil Uzi Vert,154117
1,Unforgettable,French Montana,1223919
2,XO TOUR Llif3,Lil Uzi Vert,1194870
3,Bank Account,21 Savage,1178692
4,Wild Thoughts,DJ Khaled,1155684
5,Despacito - Remix,Luis Fonsi,1110546
6,HUMBLE.,Kendrick Lamar,967878
7,I'm the One,DJ Khaled,940409
8,Mi Gente,J Balvin,867663
9,Congratulations,Post Malone,818896
10,Butterfly Effect,Travis Scott,801591
11,Sorry Not Sorry,Demi Lovato,792365
12,Feels,Calvin Harris,781537
13,Strip That Down,Liam Payne,739349
14,Location,Khalid,733526
15,Redbone,Childish Gambino,722702
16,Attention,Charlie Puth,677889
17,Body Like A Back Road,Sam Hunt,656516
18,Believer,Imagine Dragons,655223
19,Young Dumb & Broke,Khalid,638167
20,DNA.,Kendrick Lamar,617818
21,Fetish (feat. Gucci Mane),Selena Gomez,614425
22,1-800-273-8255,Logic,605578
23,2U (feat. Justin Bieber),David Guetta,604317
24,goosebumps,Travis Scott,592985
25,Love Galore,SZA,580768
26,Slippery (feat. Gucci Mane),Migos,578645
27,Magnolia,Playboi Carti,572041
28,Slow Hands,Niall Horan,558280
29,Slide,Calvin Harris,557870
30,Mask Off,Future,554026
31,Thunder,Imagine Dragons,553370
32,Bodak Yellow,Cardi B,539261
33,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,535742
34,Feel It Still,Portugal. The Man,534915
35,Glorious (feat. Skylar Grey),Macklemore,525427
36,That's What I Like,Bruno Mars,521474
37,Praying,Kesha,515753
38,I Like Me Better,Lauv,510019
39,There's Nothing Holdin' Me Back,Shawn Mendes,503552
40,New Rules,Dua Lipa,502818
41,Signs,Drake,489564
42,LOVE. FEAT. ZACARI.,Kendrick Lamar,485466
43,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,485235
44,Shape of You,Ed Sheeran,484363
45,It's A Vibe,2 Chainz,478849
46,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,478336
47,Now Or Never,Halsey,474423
48,Bad Liar,Selena Gomez,457454
49,Rollin,Calvin Harris,452948
50,Perplexing Pegasus,Rae Sremmurd,445999
51,Stay (with Alessia Cara),Zedd,437670
52,Rake It Up,Yo Gotti,412670
53,4 AM,2 Chainz,394890
54,Passionfruit,Drake,388937
55,iSpy (feat. Lil Yachty),KYLE,384015
56,No Complaints,Metro Boomin,352441
57,Most Girls,Hailee Steinfeld,341612
58,OMG,Camila Cabello,339850
59,More Than You Know,Axwell /\ Ingrosso,337665
60,Something Just Like This,The Chainsmokers,337560
61,Crying in the Club,Camila Cabello,334391
62,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,332430
63,Bounce Back,Big Sean,322174
64,Reminder - Remix,The Weeknd,319840
65,Bad and Boujee (feat. Lil Uzi Vert),Migos,314256
66,Closer,The Chainsmokers,312258
67,Despacito (Featuring Daddy Yankee),Luis Fonsi,306407
68,Rich Love (with Seeb),OneRepublic,304042
69,There for You,Martin Garrix,302152
70,Tunnel Vision,Kodak Black,302123
71,Say You Won't Let Go,James Arthur,301743
72,Mama,Jonas Blue,299940
73,Issues,Julia Michaels,298881
74,do re mi,blackbear,294871
75,Portland,Drake,292268
76,Swang,Rae Sremmurd,291246
77,Down,Fifth Harmony,286781
78,T-Shirt,Migos,286474
79,Met Gala (feat. Offset),Gucci Mane,285772
80,It Ain't Me (with Selena Gomez),Kygo,282967
81,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,282774
82,Nothing Wrong,G-Eazy,280177
83,Caroline,Aminé,274564
84,What Ifs,Kane Brown,273532
85,Would You Ever,Skrillex,272415
86,First Day Out,Tee Grizzley,272068
87,ELEMENT.,Kendrick Lamar,270271
88,Numb,21 Savage,269672
89,Look At Me!,XXXTENTACION,267335
90,wokeuplikethis*,Playboi Carti,264284
91,No Promises (feat. Demi Lovato),Cheat Codes,263722
92,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,262416
93,Fake Love,Drake,262408
94,Your Song,Rita Ora,260797
95,Starboy,The Weeknd,260567
96,Unforgettable,Thomas Rhett,260431
97,Broccoli (feat. Lil Yachty),DRAM,259352
98,Felices los 4,Maluma,257157
99,do re mi (feat. Gucci Mane),blackbear,247469
100,Hymn,Kesha,246438
101,Small Town Boy,Dustin Lynch,245834
102,White Iverson,Post Malone,244656
103,Craving You,Thomas Rhett,242597
104,Malibu,Miley Cyrus,242502
105,Money Longer,Lil Uzi Vert,242001
106,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,241860
107,Go Flex,Post Malone,241362
108,Who Dat Boy,"Tyler, The Creator",239892
109,pick up the phone,Young Thug,238534
110,Relationship (feat. Future),Young Thug,237250
111,Rolex,Ayo & Teo,235862
112,Losin Control,Russ,234251
113,beibs in the trap,Travis Scott,234024
114,The Weekend,SZA,232818
115,Hurricane,Luke Combs,232242
116,Everyday We Lit (feat. PnB Rock),YFN Lucci,231736
117,One Dance,Drake,229213
118,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,226284
119,X (feat. Future),21 Savage,226254
120,911 / Mr. Lonely,"Tyler, The Creator",224361
121,PRBLMS,6LACK,223253
122,Gyalchester,Drake,222194
123,No Role Modelz,J. Cole,220634
124,All My Love (feat. Conor Maynard),Cash Cash,220090
125,Escápate Conmigo,Wisin,219566
126,Ex Calling,6LACK,218246
127,No Lies (feat. Wiz Khalifa),Ugly God,215760
128,Candy Paint,Post Malone,215068
129,Neighbors,J. Cole,213381
130,See You Again,"Tyler, The Creator",212772
131,Welcome To The Booty Tape,Ugly God,212274
132,Get Low (with Liam Payne),Zedd,211585
133,Heartache On The Dance Floor,Jon Pardi,209165
134,You Da Baddest,Future,208359
135,Super Far,LANY,207520
136,What They Want,Russ,207370
137,In Case You Didn't Know,Brett Young,207060
138,You Was Right,Lil Uzi Vert,201758
139,I Feel It Coming,The Weeknd,201420
140,Reminder,The Weeknd,200139
141,Myself,NAV,199680
142,RAF,A$AP Mob,198293
143,24K Magic,Bruno Mars,197458
144,Stop Smoking Black & Milds,Ugly God,196790
145,Two High,Moon Taxi,196717
146,Why,Sabrina Carpenter,195778
147,Starving,Hailee Steinfeld,195757
148,Saved,Khalid,195750
149,That's It (feat. Gucci Mane & 2 Chainz),Bebe Rexha,194798
150,Castle on the Hill,Ed Sheeran,194276
151,Do I Make You Wanna,Billy Currington,194068
152,Water,Ugly God,193120
153,Changes,Hazers,191964
154,Black Beatles,Rae Sremmurd,191660
155,Paris,The Chainsmokers,191640
156,Somethin' I'm Good At,Brett Eldredge,191581
157,Low Life,Future,189777
158,Sign of the Times,Harry Styles,189220
159,Audi.,Smokepurpp,188244
160,A$AP Ferg,NAV,187455
161,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,185519
162,Don't Let Me Down,The Chainsmokers,184000
163,8TEEN,Khalid,182687
164,Hometown Girl,Josh Turner,181848
165,Heavy (feat. Kiiara),Linkin Park,181228
166,Fuck Ugly God,Ugly God,181208
167,Marmalade (feat. Lil Yachty),Macklemore,180514
168,From The D To The A (feat. Lil Yachty),Tee Grizzley,179738
169,Tone it Down (feat. Chris Brown),Gucci Mane,179649
170,Some Way,NAV,179626
171,Exchange,Bryson Tiller,178702
172,Symphony (feat. Zara Larsson),Clean Bandit,178565
173,Killing Time,R3HAB,178188
174,No Heart,21 Savage,177351
175,Don't,Bryson Tiller,176521
176,The Night We Met,Lord Huron,176330
177,'Till I Collapse,Eminem,176263
178,Crew,GoldLink,175556
179,Moves,Big Sean,174050
180,No Such Thing as a Broken Heart,Old Dominion,173632
181,Run Me Dry,Bryson Tiller,172786
182,In The End,Linkin Park,172223
183,Up,NAV,171224
184,Sway (feat. Quavo & Lil Yachty),NexXthursday,170421
185,Boys,Charli XCX,168841
186,Learn To Let Go,Kesha,168659
187,Love On The Brain,Rihanna,168584
188,Flatliner (feat. Dierks Bentley),Cole Swindell,168325
189,Chill Bill,Rob $tone,167913
190,Nobody Else But You,Trey Songz,167828
191,"How Far I'll Go - From ""Moana""",Alessia Cara,167463
192,Weak,AJR,167248
193,I'm A Nasty Hoe,Ugly God,166508
194,H.O.L.Y.,Florida Georgia Line,165792
195,Everybody,Logic,165670
196,No Stopping You,Brett Eldredge,165390
197,Selfish,PnB Rock,165361
198,Me Rehúso,Danny Ocean,165311
199,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill,164809
200,I'm Tryna Fuck,Ugly God,164601
1,Bank Account,21 Savage,1176086
2,XO TOUR Llif3,Lil Uzi Vert,1173617
3,Unforgettable,French Montana,1172961
4,Wild Thoughts,DJ Khaled,1142720
5,Despacito - Remix,Luis Fonsi,1094584
6,HUMBLE.,Kendrick Lamar,929396
7,I'm the One,DJ Khaled,910309
8,Mi Gente,J Balvin,855138
9,Butterfly Effect,Travis Scott,788784
10,Congratulations,Post Malone,785349
11,Feels,Calvin Harris,746486
12,Sorry Not Sorry,Demi Lovato,740800
13,Strip That Down,Liam Payne,724114
14,Location,Khalid,699858
15,Redbone,Childish Gambino,696481
16,Attention,Charlie Puth,643960
17,Body Like A Back Road,Sam Hunt,643118
18,Believer,Imagine Dragons,624803
19,Young Dumb & Broke,Khalid,617476
20,DNA.,Kendrick Lamar,594209
21,Slippery (feat. Gucci Mane),Migos,581381
22,goosebumps,Travis Scott,577561
23,Bodak Yellow,Cardi B,573412
24,2U (feat. Justin Bieber),David Guetta,572305
25,1-800-273-8255,Logic,570259
26,Magnolia,Playboi Carti,567363
27,Fetish (feat. Gucci Mane),Selena Gomez,561562
28,Slide,Calvin Harris,558956
29,Mask Off,Future,545871
30,Love Galore,SZA,544205
31,Thunder,Imagine Dragons,524451
32,Slow Hands,Niall Horan,522359
33,Glorious (feat. Skylar Grey),Macklemore,521943
34,That's What I Like,Bruno Mars,518059
35,Perplexing Pegasus,Rae Sremmurd,517062
36,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,511027
37,Feel It Still,Portugal. The Man,510451
38,Praying,Kesha,480203
39,It's A Vibe,2 Chainz,474008
40,New Rules,Dua Lipa,473423
41,Signs,Drake,473361
42,I Like Me Better,Lauv,471330
43,There's Nothing Holdin' Me Back,Shawn Mendes,470039
44,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,466105
45,LOVE. FEAT. ZACARI.,Kendrick Lamar,460867
46,Shape of You,Ed Sheeran,459443
47,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,454390
48,Rollin,Calvin Harris,440307
49,Now Or Never,Halsey,431936
50,Bad Liar,Selena Gomez,423651
51,Rake It Up,Yo Gotti,416865
52,Stay (with Alessia Cara),Zedd,397377
53,4 AM,2 Chainz,393382
54,Passionfruit,Drake,382801
55,iSpy (feat. Lil Yachty),KYLE,371790
56,No Complaints,Metro Boomin,369653
57,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,321679
58,Something Just Like This,The Chainsmokers,318477
59,More Than You Know,Axwell /\ Ingrosso,314835
60,Bad and Boujee (feat. Lil Uzi Vert),Migos,313583
61,Most Girls,Hailee Steinfeld,312571
62,Despacito (Featuring Daddy Yankee),Luis Fonsi,311902
63,Crying in the Club,Camila Cabello,310928
64,Bounce Back,Big Sean,309153
65,Met Gala (feat. Offset),Gucci Mane,305964
66,Closer,The Chainsmokers,301437
67,Ex Calling,6LACK,301213
68,Tunnel Vision,Kodak Black,298279
69,Rich Love (with Seeb),OneRepublic,294858
70,Reminder - Remix,The Weeknd,286491
71,Portland,Drake,283292
72,Swang,Rae Sremmurd,282148
73,do re mi,blackbear,280616
74,Say You Won't Let Go,James Arthur,277161
75,T-Shirt,Migos,276871
76,Issues,Julia Michaels,274555
77,wokeuplikethis*,Playboi Carti,273978
78,There for You,Martin Garrix,273971
79,Mama,Jonas Blue,270649
80,Broccoli (feat. Lil Yachty),DRAM,269554
81,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,265853
82,It Ain't Me (with Selena Gomez),Kygo,264572
83,Numb,21 Savage,263090
84,Caroline,Aminé,262503
85,Down,Fifth Harmony,261886
86,Felices los 4,Maluma,260248
87,ELEMENT.,Kendrick Lamar,258249
88,Fake Love,Drake,257115
89,Starboy,The Weeknd,251852
90,Would You Ever,Skrillex,251768
91,First Day Out,Tee Grizzley,250978
92,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,247977
93,Look At Me!,XXXTENTACION,247942
94,pick up the phone,Young Thug,247891
95,No Promises (feat. Demi Lovato),Cheat Codes,244654
96,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,237693
97,What Ifs,Kane Brown,237029
98,do re mi (feat. Gucci Mane),blackbear,236927
99,White Iverson,Post Malone,235885
100,Your Song,Rita Ora,231899
101,Rolex,Ayo & Teo,231780
102,Go Flex,Post Malone,229790
103,Relationship (feat. Future),Young Thug,229267
104,OMG,Camila Cabello,228546
105,Everyday We Lit (feat. PnB Rock),YFN Lucci,227418
106,Who Dat Boy,"Tyler, The Creator",227055
107,beibs in the trap,Travis Scott,224620
108,Small Town Boy,Dustin Lynch,223755
109,Money Longer,Lil Uzi Vert,223328
110,One Dance,Drake,222412
111,Malibu,Miley Cyrus,222040
112,X (feat. Future),21 Savage,221965
113,Escápate Conmigo,Wisin,220684
114,Craving You,Thomas Rhett,220100
115,Losin Control,Russ,219515
116,Hurricane,Luke Combs,218471
117,Gyalchester,Drake,214773
118,PRBLMS,6LACK,214616
119,The Weekend,SZA,212755
120,No Role Modelz,J. Cole,212074
121,All My Love (feat. Conor Maynard),Cash Cash,209094
122,Candy Paint,Post Malone,207171
123,Neighbors,J. Cole,206709
124,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,205611
125,24K Magic,Bruno Mars,200070
126,What They Want,Russ,199028
127,RAF,A$AP Mob,197337
128,You Was Right,Lil Uzi Vert,196154
129,See You Again,"Tyler, The Creator",195851
130,I Feel It Coming,The Weeknd,194858
131,A$AP Ferg,NAV,194469
132,911 / Mr. Lonely,"Tyler, The Creator",193830
133,Unforgettable,Thomas Rhett,193299
134,Super Far,LANY,193239
135,Why,Sabrina Carpenter,192876
136,Audi.,Smokepurpp,192615
137,Get Low (with Liam Payne),Zedd,192248
138,Myself,NAV,192088
139,Heartache On The Dance Floor,Jon Pardi,190864
140,Black Beatles,Rae Sremmurd,186617
141,In Case You Didn't Know,Brett Young,185788
142,Reminder,The Weeknd,185520
143,Low Life,Future,184178
144,Saved,Khalid,183193
145,Castle on the Hill,Ed Sheeran,182103
146,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,179792
147,Paris,The Chainsmokers,179221
148,Don't Let Me Down,The Chainsmokers,179168
149,Starving,Hailee Steinfeld,177417
150,Water,Ugly God,176757
151,Tone it Down (feat. Chris Brown),Gucci Mane,176199
152,From The D To The A (feat. Lil Yachty),Tee Grizzley,175761
153,Sign of the Times,Harry Styles,174696
154,No Heart,21 Savage,173875
155,8TEEN,Khalid,172694
156,Exchange,Bryson Tiller,170543
157,Two High,Moon Taxi,170359
158,Some Way,NAV,170356
159,Crew,GoldLink,170269
160,No Lies (feat. Wiz Khalifa),Ugly God,170056
161,Stop Smoking Black & Milds,Ugly God,169706
